area_sqft,bedrooms,bathrooms,distance_cbd_km,school_score,hospital_score,metro_score,crime_index,flood_risk_score,age_years,parking_count,floor_number,total_floors,rental_yield_pct,price_per_sqft_micro_market,absorption_rate,inventory_months,interest_rate_pct,nearby_projects_count,locality_score,property_type,city_tier,furnishing,market_value,liquidity_score,time_to_sell_days
2134.0,4,5,10.79,4.83,6.69,9.05,9.54,3.33,10.0,2.0,27,28,3.39,7584.0,0.534,4.3,8.78,3,7.63,apartment,tier_1,semi_furnished,4781775.0,56.94,134.0
1747.0,3,3,23.01,8.17,6.54,4.36,1.91,1.22,21.0,2.0,34,35,3.61,6069.0,0.511,6.62,7.23,5,6.27,apartment,metro,semi_furnished,7743328.0,70.06,99.0
1572.0,3,4,10.16,6.72,6.72,9.85,5.89,0.9,0.0,2.0,14,25,3.88,4197.0,0.653,8.84,9.91,7,6.84,apartment,tier_2,unfurnished,7994799.0,65.92,115.0
2018.0,5,5,2.68,5.31,6.85,10.0,2.93,1.49,15.5,1.0,11,12,2.42,11089.0,0.481,15.2,9.52,3,7.57,independent_house,metro,semi_furnished,17550065.0,45.33,160.0
2743.0,5,6,12.83,8.43,7.36,7.18,1.69,0.96,6.6,3.0,25,26,3.2,9694.0,0.29,7.3,8.8,6,8.8,plot,metro,unfurnished,18711348.0,62.07,107.0
1310.0,1,2,9.14,7.05,7.37,,3.2,3.36,3.5,1.0,33,34,3.54,4398.0,0.55,9.71,9.3,3,7.6,independent_house,tier_2,fully_furnished,4139321.0,63.69,119.0
1863.0,5,5,6.38,6.0,9.44,6.56,1.74,2.48,5.2,2.0,4,5,5.45,6463.0,0.781,4.38,8.14,2,7.49,apartment,tier_1,semi_furnished,10269301.0,98.0,47.0
1447.0,3,2,7.04,8.46,5.63,10.0,1.48,0.38,23.6,,8,32,4.11,7505.0,0.583,6.0,7.98,5,7.88,independent_house,tier_1,unfurnished,12526028.0,72.98,61.0
1713.0,4,5,11.62,6.61,,8.32,3.0,5.07,18.2,1.0,1,24,3.53,4278.0,0.411,9.17,8.25,7,6.88,apartment,tier_2,unfurnished,1500000.0,64.33,115.0
1472.0,3,4,10.52,4.76,5.17,6.97,2.34,4.17,10.1,1.0,6,29,2.49,8681.0,0.95,2.15,8.46,5,6.88,plot,metro,semi_furnished,2636914.0,79.81,83.0
350.0,3,3,25.97,8.56,7.4,2.92,4.04,2.73,28.6,0.0,12,21,4.55,3219.0,0.581,3.34,8.64,9,6.65,apartment,tier_2,fully_furnished,2344507.0,80.58,73.0
1346.0,2,2,9.66,5.86,8.77,7.9,4.6,6.39,0.0,2.0,24,25,4.92,5441.0,0.427,7.25,7.41,4,5.99,apartment,tier_1,unfurnished,1500000.0,79.79,76.0
1970.0,4,5,10.16,10.0,7.97,5.58,2.88,2.53,5.9,2.0,22,23,2.04,9202.0,0.95,6.47,6.85,3,8.3,apartment,metro,unfurnished,9705993.0,74.74,92.0
1052.0,3,2,9.06,6.45,6.46,7.08,5.43,1.51,23.8,2.0,13,14,1.74,10009.0,0.268,7.69,7.46,4,7.89,apartment,metro,semi_furnished,6542733.0,42.54,130.0
1929.0,3,2,8.98,4.1,7.48,8.61,3.1,3.1,9.6,2.0,12,16,3.46,9936.0,0.412,1.62,7.87,5,9.24,apartment,metro,fully_furnished,5995125.0,81.86,64.0
1545.0,4,4,3.76,9.75,9.81,10.0,4.02,2.67,9.3,2.0,27,39,3.23,6006.0,0.764,5.91,9.73,7,10.0,plot,tier_2,fully_furnished,6228866.0,87.22,68.0
1350.0,1,1,5.79,7.03,5.99,8.04,0.4,1.92,10.0,1.0,28,37,4.68,10424.0,0.409,6.18,6.88,5,7.91,independent_house,metro,unfurnished,11063322.0,77.03,96.0
1921.0,4,5,11.41,7.5,7.96,9.39,4.45,2.06,7.3,2.0,31,36,2.38,11005.0,0.712,7.62,9.21,5,8.46,plot,metro,semi_furnished,11687467.0,66.54,112.0
1804.0,3,4,2.67,7.69,8.64,10.0,8.35,3.39,18.4,3.0,19,29,2.55,7845.0,0.734,9.71,7.67,6,9.31,apartment,tier_1,semi_furnished,4215242.0,57.11,128.0
1669.0,3,4,7.27,5.08,6.34,7.11,5.73,1.25,4.4,1.0,19,20,2.02,6533.0,0.95,7.14,8.25,1,6.65,villa,tier_1,semi_furnished,13800493.0,56.44,122.0
1978.0,3,2,18.9,3.87,9.95,3.49,3.99,2.44,32.5,2.0,7,31,2.5,6505.0,0.771,3.49,8.78,4,5.85,apartment,metro,semi_furnished,5252124.0,62.73,84.0
1556.0,4,5,6.97,10.0,10.0,9.09,2.22,2.33,0.0,2.0,30,31,3.55,5354.0,0.498,8.04,8.65,5,8.87,apartment,tier_2,semi_furnished,7195265.0,75.26,83.0
595.0,1,1,22.19,4.77,8.86,3.82,7.24,4.49,24.5,0.0,32,33,2.03,4310.0,0.447,1.39,9.2,4,4.86,apartment,tier_1,semi_furnished,1500000.0,54.05,105.0
1253.0,3,2,7.09,9.58,8.86,7.33,4.01,2.25,17.6,0.0,11,12,6.31,6499.0,0.39,7.31,6.1,7,9.07,apartment,tier_2,unfurnished,6260303.0,90.32,81.0
512.0,1,1,16.26,7.91,4.06,6.25,3.09,1.48,5.5,1.0,10,32,1.5,7657.0,0.379,8.54,10.43,1,7.13,villa,metro,unfurnished,4789167.0,47.47,127.0
1792.0,4,4,9.28,7.38,4.75,8.69,3.13,2.22,13.1,2.0,2,16,2.91,10572.0,0.651,6.8,9.42,2,8.58,apartment,metro,semi_furnished,11122849.0,69.72,84.0
1916.0,5,6,3.82,6.42,6.86,10.0,8.03,3.44,17.8,1.0,26,27,3.61,6519.0,0.26,9.09,7.98,2,6.22,apartment,tier_1,unfurnished,3495974.0,54.13,129.0
1940.0,4,3,25.49,10.0,5.88,3.71,4.09,1.64,16.0,2.0,19,22,4.55,6532.0,0.609,2.77,9.25,5,8.23,villa,metro,semi_furnished,11971573.0,84.08,71.0
1704.0,4,5,3.52,6.08,8.06,5.91,5.11,3.12,0.0,3.0,11,12,2.48,4964.0,0.233,14.25,9.76,3,7.52,apartment,tier_1,fully_furnished,5417356.0,38.46,162.0
1953.0,4,5,6.14,6.12,2.16,9.8,3.93,3.88,14.1,2.0,33,34,1.74,9749.0,0.626,4.04,11.51,5,7.82,plot,metro,fully_furnished,3019085.0,55.56,110.0
630.0,1,1,27.44,8.13,8.05,2.01,4.18,3.16,0.0,1.0,7,19,2.47,3987.0,0.481,1.0,9.4,7,8.17,apartment,tier_1,unfurnished,1500000.0,64.54,92.0
1394.0,3,2,10.13,6.11,6.7,7.9,3.54,5.57,19.4,1.0,21,22,5.05,4297.0,0.694,2.9,8.45,2,6.02,independent_house,tier_2,unfurnished,1500000.0,89.63,61.0
714.0,1,2,4.96,5.6,6.08,8.59,6.86,2.56,19.6,1.0,3,4,1.56,5033.0,0.1,16.39,8.4,3,7.74,villa,tier_2,semi_furnished,2531980.0,22.35,186.0
1264.0,3,2,9.02,7.03,10.0,10.0,4.38,1.5,0.0,1.0,25,29,4.34,4899.0,0.75,10.49,7.56,3,9.3,independent_house,tier_2,semi_furnished,9235988.0,85.38,82.0
2290.0,4,3,12.64,8.15,6.48,9.72,1.77,1.82,0.0,2.0,0,36,3.66,5236.0,0.582,2.94,9.65,3,9.1,independent_house,tier_2,unfurnished,11625084.0,96.25,45.0
2018.0,3,4,6.95,9.94,4.25,7.62,5.01,2.09,8.6,2.0,31,32,3.76,9689.0,0.496,10.76,9.06,2,9.24,independent_house,metro,fully_furnished,14576281.0,67.59,117.0
1794.0,3,2,20.11,10.0,7.78,3.09,4.09,0.8,9.1,2.0,16,17,4.48,8116.0,0.674,11.09,9.15,9,7.59,villa,metro,unfurnished,16866893.0,67.97,97.0
1356.0,1,1,5.24,,7.65,6.92,4.99,1.33,11.1,0.0,27,28,2.73,4797.0,0.66,2.35,8.92,7,6.46,apartment,tier_2,unfurnished,4758541.0,71.25,81.0
933.0,2,3,1.63,8.68,6.7,9.97,3.7,5.33,14.4,2.0,6,30,4.28,4943.0,0.332,10.9,6.32,2,8.47,apartment,tier_2,semi_furnished,2272885.0,76.08,103.0
1547.0,3,4,15.2,5.64,10.0,5.44,3.33,1.31,9.8,1.0,21,38,3.54,4091.0,0.608,5.68,7.73,4,6.24,villa,tier_2,semi_furnished,9497488.0,81.27,82.0
2028.0,5,5,7.98,5.72,7.36,6.45,5.91,2.32,11.8,3.0,3,15,2.22,7147.0,0.712,9.23,6.08,3,8.93,apartment,tier_1,semi_furnished,8878959.0,58.2,135.0
1663.0,4,5,16.23,6.31,8.73,,7.65,1.57,4.3,2.0,28,29,3.32,7881.0,0.293,10.07,9.0,8,8.7,apartment,metro,semi_furnished,10191682.0,60.42,112.0
625.0,1,2,6.72,6.22,7.55,8.95,0.95,3.19,2.8,1.0,0,38,3.36,5002.0,0.617,10.0,7.98,3,7.8,apartment,tier_2,fully_furnished,3790076.0,74.14,90.0
1504.0,3,3,11.43,5.52,9.16,7.03,4.45,1.82,15.8,2.0,11,12,1.5,4946.0,0.797,6.36,8.53,5,7.88,apartment,tier_2,unfurnished,5081407.0,61.3,104.0
455.0,1,1,6.49,3.63,6.44,7.7,3.33,4.87,15.2,1.0,33,34,2.52,5554.0,0.611,4.37,8.4,4,5.79,apartment,tier_1,semi_furnished,1500000.0,62.7,115.0
1868.0,3,3,7.45,9.29,5.19,7.64,2.66,1.72,8.1,2.0,20,21,3.84,5613.0,0.495,8.68,10.29,8,7.47,villa,tier_2,unfurnished,11994838.0,76.06,83.0
1090.0,2,2,2.83,8.47,8.3,9.07,0.42,1.91,2.6,1.0,13,31,3.53,8877.0,0.334,9.63,8.11,1,9.58,independent_house,tier_1,semi_furnished,9684406.0,73.46,96.0
814.0,1,2,3.72,7.1,7.51,9.38,4.95,1.58,23.4,1.0,30,31,4.35,5881.0,0.382,8.49,8.21,6,8.66,independent_house,tier_2,semi_furnished,5850606.0,66.62,97.0
1875.0,5,5,10.66,5.67,8.35,7.73,3.43,0.27,24.7,2.0,4,5,4.56,8418.0,0.507,6.8,7.72,2,8.0,apartment,metro,semi_furnished,14138166.0,76.23,63.0
1741.0,3,4,15.2,8.98,5.95,,3.32,0.43,20.1,2.0,14,35,2.6,4380.0,0.72,9.15,7.67,3,7.05,apartment,tier_2,unfurnished,7347193.0,62.73,104.0
1571.0,3,3,11.34,7.03,7.82,7.4,6.46,1.98,16.1,1.0,26,32,2.74,8257.0,0.687,1.78,8.27,2,8.49,villa,metro,fully_furnished,12269435.0,72.56,76.0
2590.0,3,2,4.32,6.26,4.29,8.41,3.51,2.0,2.3,2.0,28,32,1.98,8960.0,0.508,9.34,8.16,6,5.49,apartment,metro,semi_furnished,14163513.0,43.96,133.0
1780.0,4,3,12.06,4.66,6.18,,3.43,2.03,21.2,2.0,23,25,3.86,7679.0,0.431,6.34,8.85,7,6.58,villa,metro,fully_furnished,12763717.0,58.06,103.0
1115.0,3,4,4.4,7.93,5.8,8.38,1.9,4.35,15.6,1.0,25,26,2.91,7928.0,0.47,10.56,7.12,4,9.42,apartment,tier_1,semi_furnished,2428896.0,59.12,105.0
1720.0,2,2,10.55,6.62,7.84,8.98,2.67,0.87,2.8,,4,10,4.45,9748.0,0.788,7.51,7.52,5,8.86,plot,metro,fully_furnished,15755762.0,84.47,60.0
1301.0,2,2,5.27,7.52,6.18,9.81,6.94,1.62,16.6,1.0,11,12,4.33,4788.0,0.305,8.93,8.85,7,7.06,apartment,tier_2,semi_furnished,5536412.0,70.77,90.0
2109.0,4,3,7.78,7.38,4.67,8.19,5.4,2.42,6.9,2.0,26,27,3.84,6553.0,0.583,8.87,7.44,4,7.69,independent_house,tier_1,semi_furnished,10719983.0,74.1,101.0
1596.0,3,4,5.67,8.08,6.03,7.33,6.62,0.53,17.6,2.0,22,30,3.0,4885.0,0.482,5.81,8.5,5,7.42,villa,tier_2,semi_furnished,12813533.0,61.91,99.0
1648.0,4,3,12.38,7.45,8.02,5.0,2.79,4.75,20.2,2.0,33,34,4.38,8765.0,0.695,4.6,8.8,2,8.69,apartment,metro,semi_furnished,1500000.0,88.67,61.0
700.0,1,1,6.33,6.67,7.22,7.1,4.95,1.8,15.2,,15,34,3.4,9233.0,0.535,9.99,8.41,1,7.63,independent_house,metro,semi_furnished,5659673.0,59.44,120.0
1482.0,4,4,12.64,7.96,5.73,6.86,6.19,1.32,4.3,2.0,33,34,3.62,6220.0,0.346,8.04,8.33,7,9.27,apartment,tier_1,semi_furnished,7425090.0,73.29,84.0
1421.0,2,1,1.13,8.55,8.43,9.76,5.34,2.92,15.9,1.0,12,22,1.66,9023.0,0.857,7.88,8.73,5,10.0,independent_house,tier_1,semi_furnished,6720217.0,65.97,127.0
917.0,4,3,15.7,9.44,,5.16,7.14,2.6,15.5,1.0,6,19,3.74,6308.0,0.611,9.95,7.8,2,8.92,villa,tier_1,semi_furnished,6069119.0,69.71,110.0
1335.0,4,5,4.29,5.44,8.55,10.0,5.02,1.75,5.4,1.0,24,25,3.44,5319.0,0.601,8.98,10.29,4,8.41,apartment,tier_2,semi_furnished,7333849.0,71.01,99.0
1677.0,4,3,21.21,8.79,3.08,5.24,4.3,1.86,8.3,2.0,30,31,3.3,3644.0,0.32,11.35,7.95,2,7.8,apartment,tier_2,semi_furnished,4894362.0,57.99,126.0
1448.0,2,1,6.66,4.74,7.4,4.62,0.06,3.16,26.2,1.0,5,28,2.87,5525.0,0.512,5.88,9.46,6,5.87,independent_house,tier_1,semi_furnished,4150355.0,69.2,88.0
716.0,2,1,18.74,8.65,6.76,5.47,5.05,3.86,24.3,,31,32,2.01,3793.0,0.439,8.71,9.26,3,7.96,apartment,tier_2,semi_furnished,1500000.0,40.79,143.0
1308.0,3,4,1.99,6.24,3.54,10.0,5.38,0.83,6.6,2.0,23,24,,8199.0,0.555,11.28,6.75,5,7.05,independent_house,tier_1,semi_furnished,12683083.0,62.83,109.0
1207.0,1,2,17.08,8.39,4.81,6.01,6.37,6.59,0.0,1.0,16,17,1.5,5226.0,0.233,5.02,7.52,2,6.8,independent_house,tier_1,fully_furnished,1500000.0,39.3,145.0
1551.0,2,3,4.85,9.36,8.36,9.6,2.87,6.4,22.9,2.0,5,36,3.19,9544.0,0.594,3.91,8.92,6,10.0,villa,metro,unfurnished,1500000.0,72.1,83.0
1494.0,3,2,16.99,7.47,,5.38,4.24,2.34,28.0,2.0,7,17,2.89,7659.0,0.72,6.69,10.56,4,7.48,apartment,metro,unfurnished,4707334.0,65.88,102.0
1236.0,2,3,8.63,7.13,7.14,7.75,1.44,1.21,23.6,1.0,17,33,4.58,10112.0,0.472,7.12,9.3,5,9.55,independent_house,metro,unfurnished,11810014.0,77.47,57.0
1216.0,2,1,7.14,7.05,5.89,8.15,1.4,0.84,8.2,2.0,12,18,5.08,6393.0,0.62,7.73,9.79,0,7.14,plot,tier_1,semi_furnished,7981162.0,92.63,52.0
1485.0,4,3,19.03,6.49,8.84,5.5,5.22,3.55,16.4,1.0,26,27,2.03,5037.0,0.384,9.53,8.37,7,6.72,apartment,tier_1,semi_furnished,1589755.0,40.53,149.0
1951.0,3,3,5.91,8.89,4.91,7.71,6.58,5.78,3.6,2.0,11,24,4.1,9147.0,0.874,8.7,10.04,2,7.8,apartment,metro,semi_furnished,1500000.0,82.16,87.0
1595.0,3,3,22.16,7.04,5.49,5.99,6.64,2.38,19.6,2.0,23,24,2.8,5917.0,0.387,15.36,9.68,1,7.41,apartment,tier_1,unfurnished,5056919.0,38.53,189.0
2190.0,4,3,7.37,3.94,6.46,10.0,5.09,3.34,6.3,2.0,16,17,2.97,10023.0,0.537,11.09,6.0,5,7.16,apartment,metro,fully_furnished,6954864.0,52.53,120.0
2039.0,4,3,9.11,8.53,4.41,6.98,7.98,1.37,5.9,2.0,13,38,2.95,8530.0,0.426,5.06,8.19,2,7.93,independent_house,metro,semi_furnished,15137846.0,55.8,105.0
2228.0,3,2,9.8,8.45,5.5,5.91,3.59,4.25,10.3,2.0,29,32,4.57,4678.0,0.403,9.87,8.01,7,6.7,apartment,tier_2,semi_furnished,3250750.0,76.0,90.0
2162.0,4,4,3.58,7.26,8.8,7.22,5.92,6.52,6.5,2.0,15,38,3.29,8961.0,0.857,6.88,7.62,4,8.82,villa,metro,unfurnished,1500000.0,75.8,112.0
2263.0,3,3,11.01,6.02,5.56,7.81,1.93,1.49,16.9,,16,33,3.78,8856.0,0.838,9.06,8.79,2,6.37,apartment,metro,unfurnished,13015952.0,75.16,69.0
850.0,1,1,4.84,5.46,8.33,9.61,0.0,2.57,4.2,1.0,8,20,1.89,7837.0,0.484,8.03,10.01,9,6.92,apartment,tier_1,unfurnished,3819218.0,63.01,102.0
1787.0,4,3,4.11,6.02,8.08,9.54,3.43,2.91,31.7,2.0,22,36,2.37,9969.0,0.95,1.36,8.44,8,6.8,apartment,metro,semi_furnished,6809490.0,91.15,39.0
2084.0,5,5,4.07,7.5,6.71,9.68,4.08,1.93,15.4,2.0,14,15,2.9,7826.0,0.774,4.73,7.96,3,9.51,independent_house,tier_1,semi_furnished,13640773.0,74.93,79.0
2177.0,4,4,6.64,4.43,4.59,7.54,4.72,3.92,8.2,,0,11,3.4,4744.0,0.759,7.49,8.84,2,6.85,villa,tier_2,unfurnished,4939765.0,75.93,75.0
1049.0,3,3,19.51,,7.11,,3.96,1.59,3.2,2.0,31,32,4.0,5034.0,0.577,9.42,8.95,5,7.19,apartment,tier_1,unfurnished,3865333.0,68.0,97.0
1792.0,3,2,5.29,7.31,3.41,7.98,4.95,2.5,8.5,2.0,16,17,2.87,6153.0,0.791,3.47,8.9,2,6.78,independent_house,tier_1,unfurnished,7328447.0,75.49,83.0
1489.0,4,5,10.82,9.13,6.1,9.61,7.43,4.62,9.3,1.0,29,30,4.66,9474.0,0.599,11.44,7.43,4,9.31,apartment,metro,semi_furnished,1500000.0,72.23,100.0
2410.0,4,4,18.51,8.25,7.41,5.74,5.63,2.99,8.8,2.0,1,10,3.15,5769.0,0.399,9.88,9.74,5,7.14,apartment,tier_1,unfurnished,4033712.0,57.22,131.0
729.0,1,1,7.39,6.12,8.48,8.75,2.92,3.02,7.0,2.0,3,30,2.78,8986.0,0.573,3.86,7.17,5,7.47,apartment,metro,unfurnished,2800431.0,74.87,97.0
1050.0,3,4,9.69,4.66,6.74,8.84,0.0,3.08,4.4,,13,31,4.17,8546.0,0.497,6.98,7.6,3,7.41,plot,metro,unfurnished,4957010.0,81.56,77.0
508.0,1,1,20.44,5.97,5.97,3.71,2.36,3.07,18.3,1.0,6,7,4.03,2942.0,0.355,9.89,9.3,5,6.55,independent_house,tier_2,semi_furnished,1500000.0,56.92,132.0
1525.0,3,2,12.21,9.27,5.83,7.26,6.72,1.48,22.3,2.0,1,9,1.78,7501.0,0.759,10.81,9.76,5,7.42,villa,metro,fully_furnished,11231117.0,56.07,134.0
2627.0,5,6,11.27,7.64,6.2,7.9,3.39,0.71,4.1,2.0,1,25,4.82,8264.0,0.609,2.67,8.16,6,8.65,apartment,tier_1,semi_furnished,21272443.0,98.0,30.0
1427.0,2,1,8.63,8.1,8.06,6.54,5.52,2.03,10.6,2.0,23,36,2.91,7996.0,0.565,4.92,8.04,2,7.22,apartment,metro,unfurnished,7136661.0,70.13,70.0
1503.0,3,2,21.77,6.26,7.6,5.07,5.45,2.67,0.0,1.0,14,37,3.2,3488.0,0.893,10.32,8.04,9,7.06,villa,tier_2,fully_furnished,5874073.0,71.54,91.0
1736.0,4,4,6.68,7.93,6.96,10.0,4.2,3.53,6.6,2.0,5,32,2.6,11341.0,0.609,3.37,7.59,7,9.14,apartment,metro,fully_furnished,6433590.0,66.49,104.0
1390.0,3,4,6.06,4.92,8.07,7.93,4.14,1.72,26.8,1.0,28,29,3.01,8085.0,0.801,8.93,8.07,4,5.98,plot,metro,semi_furnished,6715608.0,62.69,97.0
1640.0,3,4,6.93,8.6,7.0,,3.1,1.01,20.6,2.0,13,14,1.85,4570.0,0.389,6.98,7.76,2,7.63,independent_house,tier_2,unfurnished,8164718.0,59.34,107.0
1654.0,4,5,12.87,5.47,4.73,7.02,8.31,2.79,16.0,2.0,20,37,3.66,6536.0,0.437,6.34,7.76,5,7.09,apartment,tier_1,semi_furnished,5434763.0,67.43,103.0
1010.0,1,1,10.37,4.24,5.11,6.49,2.58,2.28,1.7,1.0,9,30,2.82,4353.0,0.58,1.0,8.3,6,6.4,independent_house,tier_2,fully_furnished,5707974.0,77.35,57.0
1401.0,2,3,4.44,10.0,8.02,9.14,6.32,1.8,5.4,2.0,8,29,3.11,9696.0,0.597,10.41,8.69,5,9.57,plot,metro,semi_furnished,8975168.0,64.24,128.0
1836.0,3,4,13.86,7.4,4.66,5.36,5.8,4.23,6.9,2.0,33,34,,5030.0,0.633,4.64,9.27,6,5.96,apartment,tier_1,semi_furnished,1805374.0,77.2,87.0
1933.0,4,5,12.08,7.36,6.35,7.06,5.41,0.69,19.2,2.0,13,24,3.8,4940.0,0.76,5.09,8.54,2,7.2,villa,tier_2,semi_furnished,14575082.0,80.88,86.0
2125.0,4,5,5.32,4.4,6.81,10.0,4.08,4.54,21.4,1.0,29,30,3.38,7214.0,0.95,8.54,8.58,3,8.25,plot,tier_1,fully_furnished,1556217.0,82.14,92.0
1624.0,4,5,10.91,8.13,5.24,7.23,1.64,0.62,11.1,,3,34,5.16,6997.0,0.29,7.02,8.35,5,8.86,apartment,tier_1,unfurnished,11288806.0,82.27,76.0
1635.0,3,3,15.87,8.53,4.16,3.72,2.23,1.9,18.3,1.0,8,32,2.33,6685.0,0.47,7.0,7.78,4,5.6,independent_house,metro,unfurnished,7375924.0,46.12,113.0
1840.0,4,5,7.19,6.9,5.0,8.73,2.91,2.58,5.2,2.0,13,36,3.44,7570.0,0.652,6.53,8.48,4,7.28,apartment,tier_1,fully_furnished,9367954.0,75.23,72.0
1141.0,2,2,2.04,8.53,3.92,9.52,4.97,0.61,13.6,1.0,13,14,4.53,4984.0,0.931,5.22,9.06,5,6.56,villa,tier_2,unfurnished,10378709.0,84.85,63.0
1119.0,3,2,8.11,8.96,8.04,8.27,5.9,2.87,19.5,2.0,13,34,4.76,6289.0,0.539,5.01,9.02,6,8.84,independent_house,tier_1,semi_furnished,5711387.0,91.95,53.0
1385.0,3,2,6.89,7.99,7.68,9.64,4.87,0.17,23.8,2.0,15,20,2.05,6116.0,0.576,8.9,7.98,8,8.94,villa,tier_2,unfurnished,11979280.0,60.26,107.0
787.0,1,1,1.56,3.95,5.71,8.88,4.77,4.81,1.8,1.0,9,36,2.72,6161.0,0.506,3.98,8.48,7,6.78,apartment,tier_1,unfurnished,1500000.0,70.55,90.0
1662.0,4,4,6.15,5.47,4.68,8.06,6.18,2.26,22.7,2.0,24,39,4.41,6157.0,0.675,4.91,9.31,0,7.41,villa,tier_1,unfurnished,9288180.0,84.55,94.0
1996.0,4,5,3.75,9.73,8.98,7.62,0.54,1.49,30.4,3.0,7,8,2.97,10318.0,0.574,7.16,8.89,6,7.47,apartment,metro,semi_furnished,12759855.0,73.4,82.0
1081.0,3,4,18.82,7.32,7.75,5.57,0.33,1.88,0.0,1.0,25,35,3.44,5375.0,0.727,8.99,7.96,2,7.43,apartment,tier_1,semi_furnished,6563627.0,68.91,92.0
1676.0,3,2,18.95,7.33,5.94,5.5,1.51,0.6,0.0,2.0,7,10,2.95,4131.0,0.8,4.58,7.43,6,7.57,apartment,tier_2,semi_furnished,9410160.0,75.91,73.0
1123.0,1,1,11.55,5.95,9.02,6.75,5.97,1.36,24.2,1.0,19,36,3.38,5713.0,0.511,4.38,6.34,3,9.22,villa,tier_1,unfurnished,7148369.0,67.75,98.0
921.0,1,1,7.77,6.24,7.23,9.1,0.68,2.45,8.2,1.0,5,12,1.5,10208.0,0.751,6.07,9.79,4,8.08,apartment,metro,fully_furnished,5727032.0,60.89,108.0
2519.0,4,5,6.64,8.99,7.54,6.89,4.28,3.36,9.8,3.0,21,27,3.04,6344.0,0.444,4.13,10.67,3,8.7,apartment,tier_1,semi_furnished,5411232.0,70.48,90.0
929.0,2,2,15.14,9.45,5.23,6.39,2.66,2.2,21.1,2.0,4,38,3.33,6156.0,0.619,6.6,9.26,5,6.44,independent_house,tier_1,fully_furnished,5205862.0,65.44,92.0
785.0,3,2,7.38,,4.42,9.0,4.58,3.17,4.5,1.0,11,12,2.99,4847.0,0.458,1.0,7.83,5,6.91,apartment,tier_2,semi_furnished,2704657.0,71.15,74.0
1562.0,3,2,8.38,8.03,,7.14,4.05,0.42,13.8,2.0,34,36,3.5,10213.0,0.28,11.8,8.31,4,8.6,apartment,metro,unfurnished,13300576.0,48.36,136.0
1590.0,2,1,10.13,8.14,,5.54,4.75,3.56,0.7,2.0,6,33,,8806.0,0.745,6.77,8.03,3,8.55,apartment,metro,semi_furnished,2401731.0,60.35,107.0
1797.0,3,3,21.61,7.09,5.59,2.22,3.58,1.44,18.6,1.0,22,32,3.64,6033.0,0.395,1.26,8.31,3,6.09,apartment,metro,fully_furnished,7432082.0,76.39,58.0
2491.0,6,5,2.31,5.39,7.11,9.64,5.57,4.39,18.6,2.0,34,36,4.88,9423.0,0.446,5.13,8.88,3,7.57,independent_house,metro,unfurnished,2011062.0,82.17,61.0
1046.0,1,2,5.45,5.07,7.78,10.0,6.93,1.71,13.1,2.0,22,32,4.56,5208.0,0.515,7.17,9.01,6,8.19,apartment,tier_2,semi_furnished,5402181.0,80.41,85.0
1149.0,4,3,3.05,9.17,6.96,,6.58,3.99,11.8,1.0,15,16,4.03,10358.0,0.922,6.58,7.74,7,7.45,apartment,metro,semi_furnished,3408346.0,81.91,65.0
2287.0,6,5,11.34,7.15,6.74,,3.65,2.45,11.6,2.0,13,18,3.64,5891.0,0.872,2.72,8.89,1,8.72,plot,tier_1,unfurnished,8200051.0,88.33,56.0
1938.0,5,4,2.37,7.92,6.7,6.01,2.74,0.57,10.4,2.0,13,23,2.76,8454.0,0.277,10.93,6.19,2,7.7,independent_house,metro,semi_furnished,19023871.0,53.09,144.0
1866.0,4,3,4.81,7.52,7.82,9.32,4.65,3.15,11.1,2.0,5,6,2.95,9360.0,0.357,9.71,9.9,5,7.18,independent_house,metro,unfurnished,4951810.0,57.87,103.0
1143.0,2,2,9.54,,5.23,6.09,7.86,1.25,18.7,1.0,14,34,4.18,3766.0,0.918,2.78,7.36,7,7.31,independent_house,tier_2,unfurnished,5214434.0,89.86,53.0
2035.0,4,5,13.79,7.72,6.25,6.0,4.2,1.93,0.0,3.0,17,27,3.27,5622.0,0.95,8.0,8.65,5,6.72,plot,tier_1,fully_furnished,8790121.0,74.97,80.0
1868.0,4,5,8.05,8.25,3.08,8.1,5.81,1.66,26.4,2.0,15,37,5.3,9657.0,0.666,4.01,9.05,2,8.39,apartment,metro,semi_furnished,10775541.0,94.42,45.0
1549.0,2,3,4.88,6.05,,6.46,5.71,0.77,13.2,3.0,13,21,1.83,9136.0,0.605,2.59,8.79,3,5.8,villa,metro,semi_furnished,17186671.0,50.34,105.0
1146.0,1,2,6.83,8.97,4.79,10.0,5.69,3.48,29.7,1.0,33,34,3.21,5938.0,0.569,4.01,9.06,3,8.27,villa,tier_2,semi_furnished,3062306.0,73.76,77.0
1505.0,3,3,6.61,6.09,8.45,7.5,6.59,1.44,13.7,1.0,8,17,2.89,4388.0,0.541,9.29,9.77,0,7.82,apartment,tier_2,fully_furnished,6597161.0,57.02,131.0
2307.0,4,3,14.98,7.56,6.54,7.11,1.93,1.95,11.8,2.0,28,29,4.1,8675.0,0.355,3.69,8.05,4,8.26,apartment,metro,semi_furnished,11530797.0,79.41,78.0
881.0,3,3,5.26,5.43,8.19,10.0,2.57,0.8,16.7,2.0,26,27,4.29,8885.0,0.729,7.77,8.8,7,9.52,apartment,tier_1,semi_furnished,8543115.0,81.92,72.0
